,courses_id,course_name,department_id
3179,ECEN 5012, Special Topics,ECEN
3180,ECEN 5013, Special Topics,ECEN
3181,ECEN 5016, Special Topics,ECEN
3182,ECEN 5018, Special Topics,ECEN
3183,ECEN 5021, Special Topics,ECEN
3184,ECEN 5023, Special Topics,ECEN
3185,ECEN 5024, Special Topics,ECEN
3186,ECEN 5028, Special Topics,ECEN
3187,ECEN 5032, Special Topics,ECEN
3188,ECEN 5053, Special Topics,ECEN
3189,ECEN 5100, Graduate Seminar and Professional Development,ECEN
3190,ECEN 5104, Passive Microwave Circuits,ECEN
3191,ECEN 5107, Electric Power Grid,ECEN
3192,ECEN 5110, Graduate Teaching Practicum,ECEN
3193,ECEN 5111, Engineering Applications in Biomedicine: Cardiovascular Devices and Systems,ECEN
3194,ECEN 5114, Electromagnetic Theory,ECEN
3195,ECEN 5121, Design of Implantable Medical Devices: Neuromodulation,ECEN
3196,ECEN 5122, Wireless Local Area Networks,ECEN
3197,ECEN 5126, Computational Optical Imaging,ECEN
3198,ECEN 5133, Fundamentals of Computer Security,ECEN
3199,ECEN 5134, Electromagnetic Radiation and Antennas,ECEN
3200,ECEN 5138, Control Systems Analysis,ECEN
3201,ECEN 5139, Computer-Aided Verification,ECEN
3202,ECEN 5154, Computational Electromagnetics,ECEN
3203,ECEN 5156, Physical Optics,ECEN
3204,ECEN 5164, Electromagnetic Metamaterials,ECEN
3205,ECEN 5224, High Speed Digital Design,ECEN
3206,ECEN 5244, Stochastic / Environmental Signal Processing,ECEN
3207,ECEN 5254, Remote Sensing Signals and Systems,ECEN
3208,ECEN 5264," Electromagnetic Absorption, Scattering, and Propagation",ECEN
3209,ECEN 5273, Network Systems,ECEN
3210,ECEN 5313, Concurrent Programming,ECEN
3211,ECEN 5322, Data and Network Science,ECEN
3212,ECEN 5341, Bioelectromagnetics,ECEN
3213,ECEN 5345, Introduction to Solid State Physics,ECEN
3214,ECEN 5355, Principles of Electronic Devices 1,ECEN
3215,ECEN 5358, Optimization and Optimal Control,ECEN
3216,ECEN 5395, Organic Electronic Materials and Devices,ECEN
3217,ECEN 5407, Renewable Energy and the Future Power Grid,ECEN
3218,ECEN 5414, Essential Principles of Signal Integrity,ECEN
3219,ECEN 5417, Power System Analysis,ECEN
3220,ECEN 5423, Chaotic Dynamics,ECEN
3221,ECEN 5427, Power System Planning & Operations,ECEN
3222,ECEN 5437, Distribution System Analysis,ECEN
3223,ECEN 5447, Power System Dynamics with Renewable Energy,ECEN
3224,ECEN 5448, Advanced Linear Systems,ECEN
3225,ECEN 5457, Energy Systems Optimization,ECEN
3226,ECEN 5458, Sampled Data and Digital Control Systems,ECEN
3227,ECEN 5467, Data Analytics and Data-Driven Decision Making for Modern Power and Energy Systems,ECEN
3228,ECEN 5478, Online Convex Optimization and Learning,ECEN
3229,ECEN 5488, Geometric Control Theory,ECEN
3230,ECEN 5498, Stochastic Control Theory,ECEN
3231,ECEN 5514, Principles of Electromagnetics for High-Speed Digital Engineering,ECEN
3232,ECEN 5517, Power Electronics and Photovoltaic Power Systems Laboratory,ECEN
3233,ECEN 5523, Compiler Construction,ECEN
3234,ECEN 5524, Principles of Computational Electromagnetics for Signal and Power Integrity,ECEN
3235,ECEN 5527, Power Electronics Power Lab,ECEN
3236,ECEN 5532, Digital Signal Processing Laboratory,ECEN
3237,ECEN 5533, Fundamental Concepts of Programming Languages,ECEN
3238,ECEN 5543, Software Engineering of Standalone Programs,ECEN
3239,ECEN 5544, EM Signal Modeling for HSDE using Ansys HFSS and Q3D,ECEN
3240,ECEN 5555, Principles of Energy Systems and Devices,ECEN
3241,ECEN 5565, Advanced Network Systems,ECEN
3242,ECEN 5573, Advanced Operating Systems,ECEN
3243,ECEN 5592, Modern Signal Processing,ECEN
3244,ECEN 5593, Advanced Computer Architecture,ECEN
3245,ECEN 5603, Software Project Management,ECEN
3246,ECEN 5606, Optics Laboratory,ECEN
3247,ECEN 5607, Power Electronics for Electrified Transportation,ECEN
3248,ECEN 5612, Random Processes for Engineers,ECEN
3249,ECEN 5613, Embedded System Design,ECEN
3250,ECEN 5616, Optoelectric System Design,ECEN
3251,ECEN 5622, Information Theory and Coding,ECEN
3252,ECEN 5623, Real-Time Embedded Systems,ECEN
3253,ECEN 5626, Active Optical Devices,ECEN
3254,ECEN 5632, Theory and Application of Digital Filtering,ECEN
3255,ECEN 5634, Microwave and RF Laboratory,ECEN
3256,ECEN 5638, Control Systems Laboratory,ECEN
3257,ECEN 5645, Introduction to Optical Electronics,ECEN
3258,ECEN 5652, Detection and Extraction of Signals from  Noise,ECEN
3259,ECEN 5672, Digital Image Processing,ECEN
3260,ECEN 5673, Distributed Systems,ECEN
3261,ECEN 5678, Control of Multi-agent Systems,ECEN
3262,ECEN 5682, Theory and Practice of Error Control Codes,ECEN
3263,ECEN 5692, Principles of Digital Communication,ECEN
3264,ECEN 5696, Fourier Optics,ECEN
3265,ECEN 5712, Machine Learning for Engineers,ECEN
3266,ECEN 5713, Advanced Embedded Software Development,ECEN
3267,ECEN 5720, Practical Printed Circuit Board Design Accelerator,ECEN
3268,ECEN 5730, Practical Printed Circuit Board Design and Manufacture,ECEN
3269,ECEN 5737, Adjustable-Speed AC Drives,ECEN
3270,ECEN 5738, Theory of Nonlinear Systems,ECEN
3271,ECEN 5752, Communication Laboratory,ECEN
3272,ECEN 5753, Computer Performance Modeling,ECEN
3273,ECEN 5763, Embedded Machine Vision and Intelligent Automation,ECEN
3274,ECEN 5773, Developing the Industrial Internet of Things,ECEN
3275,ECEN 5783, Embedded Interface Design,ECEN
3276,ECEN 5793, Secure Computer Architecture,ECEN
3277,ECEN 5797, Introduction to Power Electronics,ECEN
3278,ECEN 5803, Mastering Embedded Systems Architecture,ECEN
3279,ECEN 5807, Modeling and Control of Power Electronic  Systems,ECEN
3280,ECEN 5813, Principles of Embedded Software,ECEN
3281,ECEN 5817, Resonant and Soft-Switching Techniques in Power Electronics,ECEN
3282,ECEN 5821, Neural Systems and Physiological Control,ECEN
3283,ECEN 5823, Internet of Things Embedded Firmware,ECEN
3284,ECEN 5827, Analog IC Design,ECEN
3285,ECEN 5828, Hybrid Dynamical Systems: Theory and Applications,ECEN
3286,ECEN 5830, Special Topics,ECEN
3287,ECEN 5833, Low Power Embedded Design Techniques,ECEN
3288,ECEN 5837, Mixed-Signal IC Design Lab,ECEN
3289,ECEN 5840, Independent Study,ECEN
3290,ECEN 5853, Embedding Sensors and Motors,ECEN
3291,ECEN 5857, Digital Control for Power Electronics,ECEN
3292,ECEN 5863, Programmable Logic Embedded System Design,ECEN
3293,ECEN 5907, Special Topics,ECEN
3294,ECEN 5915, Foundations of Quantum Engineering,ECEN
3295,ECEN 5930, Industry Internship,ECEN
3296,ECEN 5933, Engineering Genetic Circuits,ECEN
3297,ECEN 6016, Special Topics,ECEN
3298,ECEN 6106, Numerical Methods in Photonics,ECEN
3299,ECEN 6139, Logic Synthesis of VLSI Systems,ECEN
3300,ECEN 6144, Electromagnetic Boundary Problems,ECEN
3301,ECEN 6800, Master of Engineering Report,ECEN
3302,ECEN 6940, Master's Candidate for Degree,ECEN
3303,ECEN 6950, Master's Thesis,ECEN
3304,ECEN 6960, Master of Engineering Project,ECEN
3305,ECEN 7840, Independent Study,ECEN
3306,ECEN 7849, Independent Study,ECEN
3307,ECEN 8990, Doctoral Dissertation,ECEN
3308,ENEN 2820, Special Topics,ENEN
3309,ENEN 4321, Oil and Gas Processing,ENEN
3310,ENEN 4600, Interdisciplinary Energy Engineering Projects,ENEN
3311,ENEN 4840, Special Topics,ENEN
3312,ENEN 5840, Special Topics,ENEN
3313,ENES 1010," Engineering, Ethics and Society",ENES
3314,ENES 1843, Special Topics,ENES
3315,ENES 1850, Engineering in History:  The Social Impact of Technology,ENES
3316,ENES 2010, Tradition and Identity,ENES
3317,ENES 2020, The Meaning of Information Technology,ENES
3318,ENES 2100, History of Science and Technology to Newton,ENES
3319,ENES 2120, History of Modern Science from Newton to Einstein,ENES
3320,ENES 2130, History of Modern Technology from 1750 to the Atomic Bomb,ENES
3321,ENES 2210, Modern Science and Technological Society,ENES
3322,ENES 2346, Women and Engineering,ENES
3323,ENES 2360, Gaining a Global State of Mind for Effective Engineering Practice,ENES
3324,ENES 2840, Lower Division: Independent Study,ENES
3325,ENES 2843, Special Topics,ENES
3326,ENES 3100," Seminar in Engineering, Ethics & Society",ENES
3327,ENES 3200, Humanities for Engineers 2,ENES
3328,ENES 3210, Modern Science and the Technological Society,ENES
3329,ENES 3280, Science and Religion,ENES
3330,ENES 3320, Don Quixote's Spain,ENES
3331,ENES 3330, Science Fiction and Philosophy,ENES
3332,ENES 3340, Leonardo da Vinci's World,ENES
3333,ENES 3346, Women and Engineering,ENES
3334,ENES 3350," Gods, Heroes and Engineers: The Western Quest for Excellence",ENES
3335,ENES 3360, Gaining a Global State of Mind for Effective Engineering Practice,ENES
3336,ENES 3370, Harry Potter and the Conflict of Being,ENES
3337,ENES 3430, Ethics of Genetic Engineering: A Multidisciplinary Approach,ENES
3338,ENES 3450, Narrative Medicine,ENES
3339,ENES 3543, History of Western Medicine,ENES
3340,ENES 3700, Culture Wars in Rome,ENES
3341,ENES 3720," Voices of Vienna: Freud, Wittgenstien, Mozart",ENES
3342,ENES 3750," Xi'an, China: Self-Awareness and Images of the Other",ENES
3343,ENES 3840, Independent Study,ENES
3344,ENES 3843, Special Topics,ENES
3345,ENES 3858, American Comics and Graphic Novels,ENES
3346,ENES 4200, Humanities for Engineers 4,ENES
3347,ENES 4800, Leadership & Ethics in the Real World,ENES
3348,ENES 4830, Special Topics,ENES
3349,EDEN 4147, A Systems Approach to Global Engineering,EDEN
3350,EDEN 5001, Special Topics in Global Engineering,EDEN
3351,EDEN 5147, A Systems Approach to Global Engineering,EDEN
3352,EHON 1151, Critical Encounters,EHON
3353,EHON 1500, Honors Reading Group,EHON
3354,EHON 3843, Special Topics,EHON
3355,EHON 4051, Dimensions of Leadership,EHON
3356,EHON 4151, Critical Encounters 2,EHON
3357,EMEN 3100, Introduction to Engineering Management,EMEN
3358,EMEN 4030, Project Management Systems,EMEN
3359,EMEN 4050, Leadership and Professional Skills,EMEN
3360,EMEN 4055," Designing for Diversity, Equity and Inclusion in Engineering",EMEN
3361,EMEN 4100, Engineering Economics,EMEN
3362,EMEN 4110, Supply Chain Management,EMEN
3363,EMEN 4120, Managing Business Processes,EMEN
3364,EMEN 4200, Engineering and Entrepreneurship for the Developing World,EMEN
3365,EMEN 4400, Quality Management,EMEN
3366,EMEN 4405, Systems Engineering,EMEN
3367,EMEN 4800, Technology Ventures and Marketing,EMEN
3368,EMEN 4820, Entrepreneurial Product Development,EMEN
3369,EMEN 4825, New Venture Creation,EMEN
3370,EMEN 4830, Special Topics,EMEN
3371,EMEN 4840, Independent Study Project,EMEN
3372,EMEN 4850, Entrepreneurial Leadership,EMEN
3373,EMEN 4875, Entrepreneurial Finance,EMEN
3374,EMEN 5000, Engineering Principles,EMEN
3375,EMEN 5005, Introduction to Applied Statistical Methods,EMEN
3376,EMEN 5010, Introduction to Engineering Management,EMEN
3377,EMEN 5015, Engineering Communication,EMEN
3378,EMEN 5020, Finance for Engineering Managers,EMEN
3379,EMEN 5030, Fundamentals of Project Management,EMEN
3380,EMEN 5031, Software Project Management,EMEN
3381,EMEN 5032, Project Management Application and Execution,EMEN
3382,EMEN 5041, Performance Excellence for Business and Service,EMEN
3383,EMEN 5042, Data Science for Quality Improvement,EMEN
3384,EMEN 5043, Systems for Quality Improvement,EMEN
3385,EMEN 5050, Leading Oneself,EMEN
3386,EMEN 5052, Leading Others,EMEN
3387,EMEN 5053, Leading Technical Organizations,EMEN
3388,EMEN 5054, Neuroscience of Leadership,EMEN
3389,EMEN 5055," Leading for Diversity, Equity and Inclusion in Engineering",EMEN
3390,EMEN 5065, Global Topics in Aerospace,EMEN
3391,EMEN 5080, Ethical Decision-Making in Engineering Management,EMEN
3392,EMEN 5090, Marketing and Technology Ventures,EMEN
3393,EMEN 5094, Entrepreneurship for Engineers,EMEN
3394,EMEN 5215, Principles & Practices of the Sustainable Enterprise,EMEN
3395,EMEN 5315, Business Law for Engineering Managers,EMEN
3396,EMEN 5316," Engineering, Product Liability & The Litigation Process",EMEN
3397,EMEN 5400, Product Development and Design,EMEN
3398,EMEN 5405, Fundamentals of Systems Engineering,EMEN
3399,EMEN 5500, Lean and Agile Management,EMEN
3400,EMEN 5610, Advanced Statistical Methods for Engineering Research,EMEN
3401,EMEN 5620, Data Mining and Screening Experiments for Engineering Research,EMEN
3402,EMEN 5710, Enterprise Strategic Management,EMEN
3403,EMEN 5825, Intrapreneurship & Innovation,EMEN
3404,EMEN 5830, Special Topics,EMEN
3405,EMEN 5840, Independent Study Project,EMEN
3406,EMEN 5900, Research Methods and Experimental Design,EMEN
3407,EMEN 6805, Capstone Preparation,EMEN
3408,EMEN 6810, Capstone,EMEN
3409,EMEN 6940, Master's Candidate for Degree,EMEN
3410,GEEN 1010, Engineering Explorations Through Physics,GEEN
3411,GEEN 1017, Engineering Drawing,GEEN
3412,GEEN 1400, Engineering Projects,GEEN
3413,GEEN 1830, Special Topics in Engineering,GEEN
3414,GEEN 2010, Engineering Tools and Analysis,GEEN
3415,GEEN 2400, Engineering Projects for the Community,GEEN
3416,GEEN 2830, Special Topics,GEEN
3417,GEEN 2851, Statics for Engineers,GEEN
3418,GEEN 3010, Circuits for Engineers,GEEN
3419,GEEN 3024, Materials Science for Engineers,GEEN
3420,GEEN 3400, Invention and Innovation,GEEN
3421,GEEN 3830, Special Topics,GEEN
3422,GEEN 3852, Thermodynamics for Engineers,GEEN
3423,GEEN 3853, Data Analysis for Engineers,GEEN
3424,GEEN 4400, Teaching Design,GEEN
3425,GEEN 4848, Independent Study,GEEN
3426,ESLG 1130, Pronunciation for International Graduate Students,ESLG
3427,ESLG 1140, Public Speaking for International Students,ESLG
3428,ESLG 1210, Academic Writing for International Graduate Students,ESLG
3429,ESLG 1222, Advanced Written Composition for Foreign Students,ESLG
3430,ESLG 1410, Integrated Academic English Skills for Undergraduate International Students,ESLG
3431,ENGL 1001," Writing, Reading, Culture",ENGL
3432,ENGL 1191, Introduction to Creative Writing,ENGL
3433,ENGL 1210, The Novel,ENGL
3434,ENGL 1220, From Gothic to Horror,ENGL
3435,ENGL 1230, Environmental Literature,ENGL
3436,ENGL 1240, Planetarity,ENGL
3437,ENGL 1250, Introduction to World Literature by Women,ENGL
3438,ENGL 1270, Introduction to American Literature by Women,ENGL
3439,ENGL 1280, Plague and Pandemic,ENGL
3440,ENGL 1290," Crime, Policing, Detection",ENGL
3441,ENGL 1310, The Modern Fairy Tale,ENGL
3442,ENGL 1320, The Short Story,ENGL
3443,ENGL 1340, Mysticism and the Jewish American Literary Tradition,ENGL
3444,ENGL 1420, Poetry,ENGL
3445,ENGL 1500, Introduction to British Literature,ENGL
3446,ENGL 1600, Introduction to American Literature,ENGL
3447,ENGL 1700, Introduction to Shakespeare,ENGL
3448,ENGL 1800, American Ethnic Literatures,ENGL
3449,ENGL 2006, American Comics and Graphic Novels: An Ambivalent Art,ENGL
3450,ENGL 2016, ChildrenÂ¿s Literature,ENGL
3451,ENGL 2017, World Literature,ENGL
3452,ENGL 2021, Introductory Poetry Workshop,ENGL
3453,ENGL 2026," Popular Culture, Critical Reading",ENGL
3454,ENGL 2036, Introduction to Media Studies in the Humanities,ENGL
3455,ENGL 2046, Future Histories of Technology,ENGL
3456,ENGL 2051, Introductory Fiction Workshop,ENGL
3457,ENGL 2058, Introduction to Modern and Contemporary Literature,ENGL
3458,ENGL 2102, Literary Analysis,ENGL
3459,ENGL 2112, Introduction to Literary Theory,ENGL
3460,ENGL 2115, American Frontiers,ENGL
3461,ENGL 2212, Science Fiction,ENGL
3462,ENGL 2503, Medieval and Renaissance,ENGL
3463,ENGL 2504, Enlightenment and Modernity,ENGL
3464,ENGL 2655, American Literature to the Civil War,ENGL
3465,ENGL 2665, American Literature from the Civil War,ENGL
3466,ENGL 2707, Introduction to Queer Literature,ENGL
3467,ENGL 2717, American Indian Literature,ENGL
3468,ENGL 2737, Introduction to African American Literature,ENGL
3469,ENGL 2747, Introduction to Chicana/o/x Literature,ENGL
3470,ENGL 2767," Race, Empire, and the Postcolonial",ENGL
3471,ENGL 3000, Shakespeare for Nonmajors,ENGL
3472,ENGL 3005, The Literature of New World Encounters,ENGL
3473,ENGL 3006, Digital Editions & Web Publishing,ENGL
3474,ENGL 3008, The Novel After 1900,ENGL
3475,ENGL 3020, Climate Change Fiction,ENGL
3476,ENGL 3021, Intermediate Poetry Workshop,ENGL
3477,ENGL 3025," America: Colony, Nation, World",ENGL
3478,ENGL 3026," Syntax, Citation, Analysis: Writing About Literature",ENGL
3479,ENGL 3031, Studies in Creative Writing for Nonmajors,ENGL
3480,ENGL 3041, Studies in Fiction and Poetry,ENGL
3481,ENGL 3051, Intermediate Fiction Workshop,ENGL
3482,ENGL 3060, Modern and Contemporary Literature for Nonmajors,ENGL
3483,ENGL 3068," Modernisms and Modernity, 1900-1945",ENGL
3484,ENGL 3078, Contemporary Literature: 1945 to the Present,ENGL
3485,ENGL 3081, Intermediate Nonfiction Workshop,ENGL
3486,ENGL 3088, Major Authors After 1900,ENGL
3487,ENGL 3106, Introduction to Literary Study with Data Science,ENGL
3488,ENGL 3116, Topics in Advanced Theory,ENGL
3489,ENGL 3164, History and Literature of Georgian Britain,ENGL
3490,ENGL 3204, The Novel and its Origins,ENGL
3491,ENGL 3217, Topics in Gender and Sexuality,ENGL
3492,ENGL 3235, American Novel,ENGL
3493,ENGL 3245, American Poetry,ENGL
3494,ENGL 3246, Topics in Popular Culture,ENGL
3495,ENGL 3267, Women Writers,ENGL
3496,ENGL 3310, The Bible as Literature,ENGL
3497,ENGL 3377," Literatures of Race, Multiculturalism, Ethnicity",ENGL
3498,ENGL 3523, Renaissance Literature,ENGL
3499,ENGL 3544, The Long Eighteenth Century,ENGL
3500,ENGL 3553, Chaucer and the Invention of English Literature,ENGL
